employee_id,age,gender,country,city,education,experience_level,years_experience,job_title,industry,programming_langiage,company_size,remote_type,tools_used,certification,salary_usd,work_hours_per_week,satisfaction_score,promotion_last_2_years
918,48,Male,Canada,Robertsonmouth,Masters,Mid,4,Business Analyst,SaaS,SQL,Large,Onsite,"Tableau, Excel, Spark",Microsoft Power BI,50501.0,49,9.5,No
919,41,Other,Germany,North Jeanettefort,Masters,Lead,11,BI Analyst,Finance,R,Medium,Hybrid,"NumPy, Pandas, Power BI",Azure Data Engineer,56452.0,48,4.5,No
920,24,Male,Brazil,New Tracy,Bachelors,Entry,0,Business Analyst,Consulting,SQL,Large,Onsite,"PyTorch, TensorFlow, Python",TensorFlow Developer,13918.0,37,9.5,No
921,37,Female,UK,Sandratown,PhD,Mid,5,Data Scientist,Consulting,Julia,Medium,Hybrid,"SQL, NumPy, TensorFlow",Azure Data Engineer,60977.0,35,7.9,Yes
922,47,Female,Germany,Thomashaven,Bachelors,Lead,11,Machine Learning Engineer,Consulting,Julia,Medium,Hybrid,"Pandas, Spark, Excel",IBM Data Science,74088.0,49,10.0,No
923,54,Female,Australia,Kristenbury,Masters,Senior,10,Business Analyst,Healthcare,SQL,Small,Onsite,"Python, Tableau, Excel",Google Data Analytics,61175.0,33,9.0,No
924,51,Male,Brazil,Keithmouth,Masters,Mid,3,Data Scientist,Gaming,R,Medium,Hybrid,"Python, Pandas, Excel",AWS Certified,23930.0,56,9.9,No
925,54,Male,Germany,Port Kimberly,Masters,Lead,20,AI Engineer,Retail,Python,Medium,Remote,"TensorFlow, NumPy, Excel",None,94770.0,32,5.8,Yes
926,48,Female,Australia,Wrightchester,Bachelors,Lead,13,Data Analyst,EdTech,Julia,Medium,Onsite,"Python, SQL, Excel",Google Data Analytics,65878.0,35,4.2,Yes
927,41,Male,USA,West Eileenmouth,PhD,Lead,19,Data Analyst,E-commerce,Julia,Small,Remote,"Power BI, PyTorch, Spark",TensorFlow Developer,124775.0,34,5.7,Yes
928,38,Male,UK,Annaport,PhD,Senior,10,Analytics Engineer,Healthcare,SQL,Large,Hybrid,"Power BI, TensorFlow, Pandas",AWS Certified,69445.0,59,4.6,No
929,24,Female,Canada,Haasmouth,PhD,Lead,19,Data Scientist,EdTech,SQL,Large,Hybrid,"Tableau, SQL, TensorFlow",AWS Certified,128335.0,44,6.1,Yes
930,22,Other,Poland,Matthewstad,Bachelors,Entry,1,Data Analyst,Healthcare,SQL,Medium,Hybrid,"Spark, Python, SQL",None,17147.0,60,9.3,No
931,26,Male,Brazil,Perezmouth,Bachelors,Lead,16,Data Scientist,Consulting,Julia,Small,Remote,"Pandas, Excel, SQL",Azure Data Engineer,72725.0,39,6.1,Yes
932,53,Other,Canada,East Harryport,PhD,Lead,14,Data Scientist,Retail,R,Large,Onsite,"Power BI, NumPy, Pandas",Google Data Analytics,112394.0,57,4.5,Yes
933,27,Male,Canada,Port Cherylport,Bachelors,Senior,7,Machine Learning Engineer,Healthcare,Python,Medium,Remote,"Python, TensorFlow, Power BI",Azure Data Engineer,71606.0,41,9.6,Yes
934,26,Male,Brazil,Lake Madisonton,PhD,Lead,13,Analytics Engineer,Consulting,R,Small,Remote,"PyTorch, TensorFlow, Pandas",Google Data Analytics,74817.0,47,8.8,No
935,42,Female,UK,Port Elizabethfort,Bachelors,Senior,9,Data Engineer,Gaming,Python,Large,Remote,"Tableau, Excel, NumPy",TensorFlow Developer,61206.0,52,7.9,Yes
936,48,Female,USA,South Devin,PhD,Lead,20,Data Engineer,Finance,Python,Medium,Remote,"SQL, Excel, Pandas",IBM Data Science,109800.0,38,9.9,No
937,36,Male,Australia,West Leroyland,Masters,Lead,15,Data Scientist,Healthcare,R,Large,Hybrid,"Tableau, PyTorch, Spark",IBM Data Science,82224.0,46,8.3,Yes
938,47,Female,USA,New Cynthia,PhD,Senior,10,Data Scientist,E-commerce,Scala,Large,Remote,"Tableau, SQL, Pandas",IBM Data Science,100307.0,53,5.0,No
939,23,Female,Brazil,East Robert,PhD,Lead,14,Data Engineer,Consulting,R,Medium,Onsite,"Excel, Spark, PyTorch",None,55925.0,57,9.3,Yes
940,34,Male,USA,Johnsonport,Masters,Mid,4,Analytics Engineer,E-commerce,Python,Medium,Onsite,"TensorFlow, Excel, Power BI",Azure Data Engineer,59797.0,47,7.3,No
941,29,Female,Canada,North Patriciaside,Bachelors,Lead,15,Data Scientist,Finance,Scala,Small,Remote,"PyTorch, NumPy, Spark",AWS Certified,87177.0,44,9.5,No
942,25,Other,Brazil,East Emily,Masters,Lead,11,Data Scientist,EdTech,SQL,Large,Remote,"Spark, NumPy, Pandas",TensorFlow Developer,78770.0,34,9.6,No
943,33,Male,India,Lake Kimberlyville,Bachelors,Lead,20,Data Scientist,Finance,SQL,Large,Hybrid,"Pandas, Tableau, PyTorch",None,98905.0,35,9.8,Yes
944,55,Female,Poland,Barnesland,PhD,Lead,20,BI Analyst,EdTech,Scala,Small,Onsite,"TensorFlow, Spark, Excel",IBM Data Science,95234.0,32,5.2,Yes
945,54,Female,Brazil,Williamschester,PhD,Mid,3,Machine Learning Engineer,Consulting,Scala,Medium,Onsite,"Python, PyTorch, Pandas",Microsoft Power BI,40535.0,54,9.1,No
946,27,Female,India,East Amychester,PhD,Lead,20,Business Analyst,E-commerce,Scala,Medium,Remote,"Excel, TensorFlow, Power BI",TensorFlow Developer,78862.0,52,7.0,Yes
947,30,Female,UK,Rachelside,PhD,Lead,15,Data Analyst,E-commerce,Python,Large,Onsite,"Pandas, Tableau, Power BI",TensorFlow Developer,85721.0,49,5.8,No
948,37,Female,Germany,Lake Stephen,PhD,Senior,9,Analytics Engineer,Consulting,R,Large,Hybrid,"Pandas, Tableau, Power BI",AWS Certified,85086.0,59,8.0,Yes
949,29,Other,UK,Justinchester,PhD,Mid,4,AI Engineer,Finance,R,Large,Hybrid,"SQL, Spark, Excel",AWS Certified,74409.0,35,5.6,No
950,35,Other,Australia,East Brian,PhD,Senior,6,Data Scientist,Retail,Scala,Medium,Onsite,"Spark, Power BI, NumPy",None,58958.0,55,7.2,No
951,46,Male,Poland,Jonesfort,PhD,Senior,8,Business Analyst,Consulting,Python,Small,Hybrid,"PyTorch, NumPy, TensorFlow",IBM Data Science,35222.0,39,9.7,No
952,49,Male,Poland,Haynesville,Bachelors,Senior,10,Data Scientist,SaaS,Scala,Medium,Remote,"Pandas, Excel, TensorFlow",Google Data Analytics,59980.0,38,4.2,No
953,41,Female,Poland,West Shelby,PhD,Senior,10,Machine Learning Engineer,EdTech,Python,Medium,Remote,"Power BI, SQL, Tableau",Google Data Analytics,78905.0,53,4.6,Yes
954,47,Male,UK,Robertbury,PhD,Lead,15,Data Analyst,Healthcare,Python,Small,Hybrid,"TensorFlow, Power BI, SQL",AWS Certified,64245.0,54,7.9,Yes
955,50,Male,Poland,West Jeffreyview,Masters,Lead,20,Business Analyst,E-commerce,SQL,Small,Remote,"PyTorch, SQL, NumPy",None,85869.0,39,7.8,Yes
956,40,Other,Poland,New Christopher,Masters,Entry,2,BI Analyst,Retail,SQL,Large,Hybrid,"SQL, Pandas, NumPy",Microsoft Power BI,31652.0,60,5.8,No
957,33,Male,UK,Dawnton,Masters,Mid,5,Data Analyst,EdTech,Scala,Small,Hybrid,"Excel, NumPy, SQL",TensorFlow Developer,40034.0,58,9.8,Yes
958,48,Male,UK,South Kimberlyshire,PhD,Lead,14,Data Analyst,Finance,Scala,Large,Onsite,"Python, Pandas, NumPy",None,91881.0,53,6.2,No
959,46,Other,Brazil,North Joyfurt,Masters,Entry,1,Data Scientist,E-commerce,R,Large,Remote,"Tableau, TensorFlow, Power BI",Azure Data Engineer,33508.0,31,7.2,Yes
960,41,Male,USA,Cindyport,Bachelors,Senior,8,Business Analyst,Gaming,R,Small,Onsite,"Spark, Power BI, PyTorch",Google Data Analytics,65221.0,49,6.0,No
961,52,Female,USA,Port Angelaside,Bachelors,Senior,6,BI Analyst,Finance,SQL,Small,Remote,"Power BI, SQL, NumPy",None,51111.0,36,6.3,Yes
962,40,Male,Germany,New Audreyside,Masters,Lead,14,AI Engineer,Retail,SQL,Large,Onsite,"Pandas, Tableau, SQL",None,123184.0,31,4.5,No
963,52,Other,Poland,New Jamesmouth,PhD,Lead,18,Data Analyst,Finance,SQL,Large,Remote,"Spark, Python, Excel",Google Data Analytics,93654.0,41,5.0,Yes
964,25,Other,Brazil,Rileyborough,Bachelors,Senior,6,AI Engineer,Retail,Python,Large,Hybrid,"Excel, Pandas, Spark",TensorFlow Developer,54753.0,47,8.7,Yes
965,22,Other,USA,Burnsbury,PhD,Lead,11,Data Scientist,Healthcare,Julia,Small,Onsite,"Spark, Power BI, PyTorch",IBM Data Science,85136.0,35,8.6,No
966,35,Male,Canada,Melanieshire,Masters,Senior,8,Data Scientist,Gaming,Julia,Medium,Remote,"Power BI, Excel, Tableau",None,81144.0,38,4.7,No
967,47,Female,Poland,Lake Carrie,Masters,Entry,2,Business Analyst,SaaS,Julia,Large,Onsite,"PyTorch, Spark, Python",Azure Data Engineer,33923.0,58,4.0,No
968,26,Other,UK,East Heidi,Masters,Lead,15,AI Engineer,Gaming,Python,Large,Remote,"Python, Tableau, Power BI",Google Data Analytics,114520.0,53,4.7,Yes
969,51,Male,Poland,South Roy,Masters,Lead,17,Business Analyst,Retail,Scala,Medium,Hybrid,"Power BI, Excel, Tableau",Microsoft Power BI,103998.0,32,5.3,Yes
970,31,Male,India,Port Jared,Masters,Senior,6,Data Analyst,Consulting,Julia,Large,Hybrid,"SQL, Python, Pandas",Microsoft Power BI,33141.0,56,6.5,Yes
971,55,Female,Brazil,Leemouth,Bachelors,Mid,4,Data Engineer,Retail,R,Small,Remote,"Spark, Tableau, Python",IBM Data Science,40243.0,50,5.4,Yes
972,38,Other,Poland,New Leah,Masters,Senior,10,AI Engineer,SaaS,SQL,Medium,Hybrid,"TensorFlow, Python, Excel",Google Data Analytics,63022.0,40,9.4,No
973,44,Female,USA,Leeburgh,PhD,Senior,7,BI Analyst,Retail,Julia,Medium,Remote,"Power BI, PyTorch, Tableau",AWS Certified,76448.0,35,6.3,Yes
974,30,Other,India,Loriside,Bachelors,Mid,5,Machine Learning Engineer,Retail,R,Small,Onsite,"Tableau, Spark, NumPy",Azure Data Engineer,22966.0,58,7.7,Yes
975,40,Female,USA,Robertchester,Bachelors,Senior,8,Machine Learning Engineer,Gaming,Python,Large,Onsite,"Python, PyTorch, Tableau",AWS Certified,90796.0,35,7.7,Yes
976,27,Other,UK,Rachelside,Bachelors,Senior,8,Data Analyst,Gaming,R,Medium,Hybrid,"NumPy, PyTorch, Pandas",TensorFlow Developer,45270.0,55,7.8,No
977,54,Female,Canada,Coopershire,Masters,Lead,16,Analytics Engineer,SaaS,Julia,Medium,Remote,"Spark, Tableau, NumPy",Azure Data Engineer,111782.0,38,5.0,No
978,41,Other,Poland,Port Kelly,Bachelors,Mid,4,AI Engineer,Healthcare,R,Small,Onsite,"Power BI, NumPy, SQL",IBM Data Science,40168.0,49,5.9,Yes
979,29,Other,Poland,Wendyland,PhD,Mid,4,BI Analyst,Gaming,Julia,Small,Hybrid,"Tableau, SQL, Spark",Microsoft Power BI,36649.0,32,7.8,Yes
980,31,Female,Canada,New Latashaview,Bachelors,Senior,9,Machine Learning Engineer,Consulting,Python,Small,Hybrid,"Pandas, SQL, TensorFlow",Microsoft Power BI,62439.0,43,7.1,Yes
981,26,Female,India,South Stephenport,Masters,Lead,14,Data Engineer,Healthcare,Python,Small,Hybrid,"SQL, Pandas, Python",AWS Certified,61147.0,42,5.3,No
982,37,Male,India,West Michaelshire,Masters,Entry,2,Data Analyst,Consulting,Scala,Large,Onsite,"TensorFlow, Python, Power BI",IBM Data Science,21071.0,52,9.8,No
983,38,Female,Brazil,Kristamouth,Masters,Mid,5,AI Engineer,Healthcare,SQL,Small,Hybrid,"Python, PyTorch, Tableau",Azure Data Engineer,41946.0,50,6.5,Yes
984,50,Female,Australia,West Robert,PhD,Senior,6,Machine Learning Engineer,SaaS,Scala,Medium,Remote,"Python, Tableau, Power BI",Azure Data Engineer,67398.0,44,5.0,Yes
985,42,Other,India,West Emma,PhD,Lead,18,Machine Learning Engineer,EdTech,Scala,Medium,Onsite,"NumPy, Spark, SQL",Google Data Analytics,72430.0,58,6.0,Yes
986,40,Female,Canada,Davishaven,Bachelors,Lead,19,BI Analyst,E-commerce,SQL,Large,Remote,"SQL, PyTorch, Python",IBM Data Science,86616.0,43,4.4,No
987,28,Male,Brazil,Lake Georgebury,PhD,Senior,7,AI Engineer,EdTech,Python,Medium,Remote,"SQL, Power BI, NumPy",Microsoft Power BI,59597.0,33,7.4,Yes
988,46,Other,Poland,Hallfort,Bachelors,Lead,16,BI Analyst,Finance,Julia,Medium,Onsite,"Python, Excel, Pandas",TensorFlow Developer,83740.0,53,8.2,Yes
989,34,Male,Brazil,East Frances,Masters,Senior,8,Data Scientist,EdTech,R,Medium,Remote,"SQL, NumPy, PyTorch",None,56814.0,41,7.4,Yes
990,27,Male,Australia,Port Raymond,Bachelors,Lead,20,Data Scientist,E-commerce,SQL,Medium,Remote,"SQL, Spark, Excel",Azure Data Engineer,96011.0,39,6.9,Yes
991,34,Female,Germany,Ryanchester,Masters,Mid,4,BI Analyst,Gaming,Julia,Small,Hybrid,"Spark, SQL, PyTorch",AWS Certified,30577.0,46,8.5,No
992,51,Male,Canada,Luischester,PhD,Entry,1,Data Engineer,Healthcare,Python,Large,Remote,"Pandas, Tableau, NumPy",Microsoft Power BI,69696.0,32,6.3,Yes
993,26,Female,Canada,Youngmouth,Masters,Entry,2,Data Scientist,Finance,Python,Large,Hybrid,"SQL, Power BI, Tableau",IBM Data Science,51926.0,48,4.9,Yes
994,51,Male,Brazil,South Lindsaytown,PhD,Lead,13,Data Analyst,Retail,R,Medium,Onsite,"PyTorch, TensorFlow, Tableau",AWS Certified,78907.0,43,6.4,No
995,23,Female,Australia,Lake Micheleborough,PhD,Lead,15,BI Analyst,SaaS,Python,Large,Remote,"Power BI, Excel, Tableau",Microsoft Power BI,83664.0,36,9.9,No
996,39,Male,UK,Port Sherryburgh,Masters,Entry,1,Data Engineer,Gaming,SQL,Medium,Hybrid,"TensorFlow, Tableau, Spark",IBM Data Science,39659.0,50,8.4,Yes
997,55,Male,Poland,Raymondshire,Masters,Senior,6,BI Analyst,Gaming,Python,Small,Onsite,"SQL, Tableau, Power BI",Azure Data Engineer,40246.0,52,9.6,No
998,33,Other,Brazil,New Brenda,Masters,Lead,13,Business Analyst,E-commerce,SQL,Medium,Remote,"Pandas, Power BI, NumPy",Azure Data Engineer,,37,7.9,Yes
999,54,Other,Germany,Whitemouth,Bachelors,Senior,9,Data Scientist,SaaS,SQL,Small,Remote,"NumPy, Excel, Tableau",None,58521.0,52,7.9,No
1000,54,Female,India,South Kelsey,Masters,Senior,6,Data Analyst,SaaS,Python,Large,Onsite,"Power BI, PyTorch, Tableau",AWS Certified,34141.0,38,7.1,Yes
1001,50,Male,Brazil,Howellberg,Bachelors,Lead,17,BI Analyst,Retail,Python,Medium,Hybrid,"Tableau, Python, Pandas",Azure Data Engineer,74829.0,50,8.4,Yes
1002,44,Female,Germany,West Kimberly,Bachelors,Lead,19,Machine Learning Engineer,Retail,Julia,Large,Hybrid,"TensorFlow, Python, Pandas",TensorFlow Developer,115798.0,40,7.7,Yes
1003,39,Male,USA,Lake Mary,Bachelors,Lead,13,Business Analyst,Gaming,R,Medium,Onsite,"Pandas, Python, Spark",Microsoft Power BI,69306.0,50,6.9,Yes
1004,27,Other,Brazil,Ryanhaven,Masters,Entry,2,Data Scientist,Finance,Python,Medium,Hybrid,"Power BI, Excel, Spark",None,21063.0,56,4.0,Yes
1005,53,Other,UK,Amymouth,PhD,Lead,14,Data Analyst,E-commerce,SQL,Medium,Hybrid,"PyTorch, Spark, Tableau",Google Data Analytics,65898.0,58,6.4,Yes
1006,32,Other,India,Christopherville,Masters,Lead,16,Data Engineer,Retail,SQL,Small,Onsite,"Spark, TensorFlow, Pandas",Azure Data Engineer,69707.0,50,7.0,No
1007,40,Female,Australia,South Albert,Masters,Senior,7,Data Scientist,EdTech,Scala,Small,Onsite,"Python, Pandas, Excel",Google Data Analytics,47582.0,46,6.7,Yes
1008,34,Female,Australia,East Carolland,PhD,Senior,8,BI Analyst,Healthcare,SQL,Small,Remote,"Spark, SQL, Excel",IBM Data Science,73464.0,43,5.9,No
1009,50,Female,India,Lopezville,Bachelors,Senior,6,Data Analyst,SaaS,R,Medium,Hybrid,"Tableau, TensorFlow, NumPy",Azure Data Engineer,36885.0,35,7.8,Yes
1010,48,Male,Canada,East Briannaview,PhD,Senior,8,Machine Learning Engineer,Finance,R,Large,Hybrid,"SQL, TensorFlow, Pandas",IBM Data Science,87469.0,55,8.0,Yes
1011,36,Male,Australia,Teresatown,PhD,Senior,9,Data Scientist,Retail,Scala,Large,Onsite,"Spark, Python, PyTorch",Microsoft Power BI,90304.0,32,6.8,No
1012,23,Male,Australia,Harrischester,PhD,Lead,18,Data Engineer,E-commerce,R,Small,Remote,"SQL, Pandas, Python",AWS Certified,121808.0,55,9.1,Yes
1013,26,Other,India,West Patrickstad,Masters,Entry,0,Analytics Engineer,Retail,R,Small,Onsite,"Spark, Pandas, PyTorch",Azure Data Engineer,10131.0,38,5.6,No
1014,51,Other,Canada,Port Bethany,PhD,Senior,8,BI Analyst,E-commerce,Scala,Large,Onsite,"SQL, Tableau, TensorFlow",TensorFlow Developer,,36,5.9,No
1015,43,Other,USA,New Michaelville,PhD,Senior,6,Data Analyst,SaaS,Python,Large,Remote,"Spark, PyTorch, Power BI",IBM Data Science,77725.0,35,8.8,No
1016,25,Male,Poland,Perezland,Bachelors,Mid,3,AI Engineer,Consulting,SQL,Medium,Hybrid,"PyTorch, TensorFlow, SQL",Microsoft Power BI,39352.0,34,9.3,No
1017,50,Male,India,West Douglas,PhD,Lead,18,Data Engineer,Gaming,SQL,Large,Hybrid,"Python, Spark, Power BI",TensorFlow Developer,113959.0,42,8.5,No
1018,53,Male,Germany,Macdonaldberg,Masters,Lead,15,Analytics Engineer,Consulting,Scala,Large,Remote,"Excel, Power BI, NumPy",IBM Data Science,88539.0,49,6.4,Yes
1019,36,Other,Australia,New Christopher,Masters,Senior,7,Data Scientist,Healthcare,Python,Medium,Remote,"Pandas, Python, SQL",Microsoft Power BI,69661.0,32,10.0,Yes
1020,33,Other,UK,Flemingmouth,Masters,Lead,16,Data Engineer,Consulting,Julia,Large,Onsite,"PyTorch, Spark, Pandas",IBM Data Science,110168.0,52,5.6,No
1021,30,Other,India,Williamshire,PhD,Mid,5,AI Engineer,Consulting,R,Large,Onsite,"Python, Excel, Tableau",Google Data Analytics,47006.0,32,5.9,Yes
1022,49,Female,UK,East Peter,Bachelors,Lead,16,Analytics Engineer,SaaS,Python,Medium,Onsite,"Excel, Python, Tableau",Azure Data Engineer,92420.0,57,9.3,Yes
1023,41,Other,USA,Port Joshua,Bachelors,Mid,4,Data Scientist,Consulting,Julia,Medium,Onsite,"Tableau, Spark, Python",Azure Data Engineer,63334.0,59,6.3,Yes
1024,33,Other,Poland,South Jesseshire,Masters,Lead,16,Machine Learning Engineer,Retail,R,Large,Onsite,"NumPy, Power BI, Excel",None,91241.0,45,6.5,Yes
1025,55,Female,Germany,Dillonside,Bachelors,Mid,4,Data Analyst,Finance,Julia,Large,Hybrid,"Tableau, SQL, TensorFlow",None,38902.0,55,8.4,Yes
1026,34,Other,Australia,Lake Rogerhaven,Bachelors,Entry,2,Analytics Engineer,Consulting,Julia,Medium,Hybrid,"Power BI, Pandas, TensorFlow",Azure Data Engineer,34760.0,52,7.2,Yes
1027,34,Other,Australia,North Sonyastad,PhD,Senior,8,BI Analyst,Finance,Python,Large,Remote,"NumPy, Excel, SQL",Google Data Analytics,85892.0,59,7.2,No
1028,51,Male,Brazil,Katherinestad,PhD,Mid,3,Analytics Engineer,Healthcare,SQL,Large,Onsite,"TensorFlow, Tableau, Power BI",Google Data Analytics,34623.0,53,4.8,No
1029,32,Other,Brazil,Anthonymouth,Bachelors,Lead,11,AI Engineer,E-commerce,Julia,Large,Remote,"Python, Tableau, Spark",Azure Data Engineer,84119.0,43,8.5,No
1030,45,Female,Poland,West Travisside,Masters,Entry,2,BI Analyst,Retail,SQL,Small,Remote,"Power BI, Tableau, Python",Microsoft Power BI,28964.0,51,6.3,Yes
1031,52,Other,USA,North Victor,Bachelors,Lead,13,Machine Learning Engineer,Healthcare,Julia,Large,Remote,"Excel, Python, TensorFlow",Azure Data Engineer,96801.0,56,8.5,No
1032,47,Male,Canada,Lake Amy,Bachelors,Mid,4,Data Scientist,Gaming,R,Small,Hybrid,"PyTorch, Excel, Power BI",Google Data Analytics,43049.0,59,7.5,No
1033,23,Other,Germany,Jeremiahmouth,Masters,Senior,9,Data Analyst,SaaS,R,Small,Remote,"Spark, SQL, Excel",AWS Certified,51006.0,31,5.9,No
1034,29,Female,India,Lake Jesseport,Masters,Entry,0,Data Scntist,E-commerce,Python,Large,Onsite,"NumPy, Power BI, Excel",AWS Certified,25290.0,39,7.9,Yes
1035,35,Other,Germany,North Petermouth,Masters,Lead,14,Data Engineer,Retail,Python,Medium,Hybrid,"TensorFlow, Spark, Pandas",IBM Data Science,95956.0,36,7.8,Yes
1036,39,Female,Brazil,Joefort,Bachelors,Lead,20,Machine Learning Engineer,Retail,Julia,Small,Hybrid,"PyTorch, SQL, Tableau",Google Data Analytics,67466.0,59,5.7,No
1037,55,Other,Australia,South Katrinahaven,Masters,Lead,14,Data Engineer,Healthcare,R,Large,Onsite,"NumPy, Spark, Power BI",Google Data Analytics,114195.0,60,5.6,No
1038,45,Other,Brazil,South Ashleyberg,PhD,Entry,1,Data Scientist,Finance,Scala,Small,Onsite,"Excel, PyTorch, Power BI",TensorFlow Developer,21551.0,60,7.4,Yes
1039,55,Male,USA,West Kathleen,Masters,Lead,12,Data Scntist,Consulting,SQL,Large,Hybrid,"Spark, Power BI, Excel",Google Data Analytics,130581.0,51,6.0,Yes
1040,32,Other,India,Castilloburgh,PhD,Entry,1,Machine Learning Engineer,Finance,SQL,Small,Hybrid,"SQL, Tableau, PyTorch",Google Data Analytics,23904.0,58,6.1,No
1041,39,Other,Germany,Anitaborough,Masters,Senior,6,Data Scientist,EdTech,Scala,Small,Onsite,"Pandas, TensorFlow, Python",None,54156.0,45,5.1,Yes
1042,30,Female,Poland,Nelsonchester,PhD,Lead,17,AI Engineer,Gaming,SQL,Large,Onsite,"SQL, Tableau, Excel",Azure Data Engineer,120752.0,50,4.2,No
1043,36,Male,Germany,Lindafort,Masters,Senior,9,Machine Learning Engineer,Retail,Julia,Medium,Hybrid,"Excel, Tableau, Spark",IBM Data Science,62738.0,36,7.1,Yes
1044,52,Female,Poland,Port Katelyn,Masters,Senior,8,Analytics Engineer,Gaming,Python,Small,Hybrid,"Python, Excel, SQL",Azure Data Engineer,,41,9.6,Yes
1045,32,Female,UK,Susanmouth,PhD,Entry,1,BI Analyst,Finance,SQL,Small,Onsite,"Spark, Python, Excel",None,27627.0,42,5.3,No
1046,32,Female,USA,Josephtown,Masters,Senior,9,Data Scientist,SaaS,SQL,Small,Remote,"SQL, TensorFlow, Pandas",Azure Data Engineer,83642.0,48,6.0,No
1047,37,Male,Germany,West Philip,PhD,Lead,14,Data Analyst,Gaming,Julia,Medium,Hybrid,"SQL, Spark, Python",AWS Certified,97626.0,57,4.5,No
1048,24,Female,India,New Ashleyville,PhD,Senior,10,Analytics Engineer,SaaS,Julia,Medium,Remote,"Spark, TensorFlow, NumPy",TensorFlow Developer,46960.0,46,5.9,No
1049,49,Male,Poland,Cartermouth,Masters,Senior,8,Machine Learning Engineer,EdTech,Python,Large,Onsite,"PyTorch, SQL, Python",TensorFlow Developer,66219.0,35,4.2,No
1050,36,Male,India,Butlerborough,Bachelors,Senior,8,BI Analyst,Consulting,SQL,Small,Remote,"PyTorch, Tableau, Pandas",None,53405.0,44,8.8,Yes
1051,54,Other,Australia,Georgefurt,Masters,Senior,6,Analytics Engineer,Retail,Julia,Small,Hybrid,"Pandas, NumPy, Python",Microsoft Power BI,41100.0,52,9.7,No
1052,44,Other,Germany,Jenniferburgh,Masters,Senior,6,Data Engineer,SaaS,Scala,Medium,Onsite,"NumPy, Python, Excel",IBM Data Science,57051.0,30,9.3,No
1053,50,Other,Brazil,West Patrick,Masters,Senior,7,Data Engineer,SaaS,R,Small,Remote,"TensorFlow, Excel, Python",IBM Data Science,36642.0,38,6.5,Yes
1054,30,Other,Canada,Lake Derek,Masters,Lead,12,Data Analyst,SaaS,Python,Large,Hybrid,"NumPy, Python, TensorFlow",TensorFlow Developer,89005.0,59,7.9,Yes
1055,36,Other,Canada,Port Susan,Bachelors,Lead,14,Business Analyst,Finance,R,Large,Remote,"TensorFlow, Excel, Spark",Microsoft Power BI,86833.0,32,8.3,Yes
1056,36,Other,USA,Morrowtown,Masters,Senior,8,Machine Learning Engineer,SaaS,Python,Small,Onsite,"Spark, Excel, Python",Azure Data Engineer,61682.0,56,8.1,No
1057,33,Male,India,East Lisaberg,PhD,Lead,11,BI Analyst,SaaS,SQL,Large,Hybrid,"NumPy, Python, Tableau",Google Data Analytics,44587.0,47,8.3,No
1058,35,Male,Poland,Reynoldsland,Masters,Mid,3,Data Analyst,Retail,Julia,Large,Remote,"Excel, PyTorch, Tableau",None,32338.0,55,6.9,No
1059,35,Male,Brazil,North Jason,PhD,Entry,2,Analytics Engineer,Consulting,Julia,Medium,Onsite,"Tableau, NumPy, Power BI",None,23214.0,52,7.7,Yes
1060,45,Female,UK,Tarahaven,PhD,Lead,12,Business Analyst,Finance,Scala,Large,Hybrid,"PyTorch, Python, SQL",IBM Data Science,63446.0,30,5.5,Yes
1061,27,Other,Germany,New Jeffery,Masters,Lead,14,Analytics Engineer,Retail,R,Medium,Remote,"Spark, SQL, Python",Google Data Analytics,101358.0,35,5.4,No
1062,50,Other,UK,Port Laurenborough,PhD,Lead,16,Data Engineer,Finance,R,Medium,Hybrid,"Pandas, Excel, NumPy",AWS Certified,106764.0,48,7.4,Yes
1063,28,Female,Canada,Millershire,Masters,Senior,9,BI Analyst,E-commerce,Scala,Large,Remote,"Spark, Power BI, Python",TensorFlow Developer,64266.0,51,7.6,Yes
1064,26,Other,Brazil,North Connorbury,Bachelors,Lead,19,Business Analyst,Healthcare,R,Small,Remote,"NumPy, Tableau, Excel",AWS Certified,81070.0,35,7.4,Yes
1065,40,Female,India,North Andrea,Masters,Lead,14,Analytics Engineer,SaaS,Julia,Medium,Hybrid,"Python, Tableau, Power BI",AWS Certified,58910.0,31,9.4,No
1066,34,Female,Poland,Kevinshire,PhD,Lead,13,Data Scientist,Retail,R,Medium,Remote,"PyTorch, Excel, Python",Google Data Analytics,89695.0,42,5.2,Yes
1067,49,Female,Canada,Ashleyberg,Bachelors,Senior,10,Data Scientist,Gaming,R,Large,Remote,"SQL, Tableau, PyTorch",IBM Data Science,73140.0,55,6.9,No
1068,25,Other,USA,Crystalborough,PhD,Lead,14,Machine Learning Engineer,E-commerce,SQL,Small,Onsite,"Pandas, Power BI, Python",Microsoft Power BI,83206.0,58,7.7,Yes
1069,38,Male,USA,New Tracy,PhD,Lead,16,Business Analyst,Gaming,Python,Small,Remote,"Tableau, Excel, Power BI",AWS Certified,76095.0,47,5.5,Yes
1070,28,Female,UK,Nealville,PhD,Lead,15,Analytics Engineer,Retail,Python,Small,Remote,"NumPy, Python, TensorFlow",IBM Data Science,108400.0,54,10.0,Yes
1071,46,Male,Poland,North Danielport,Masters,Entry,1,Data Scientist,EdTech,Julia,Large,Hybrid,"Power BI, SQL, Spark",Google Data Analytics,32798.0,53,6.1,Yes
